AAK1
CCR8
CCR9
CCRL2
CD19
CD2
CD22
CD27
CD33
CD38
CD52
CD80
CD86
CD97
CDC42BPA
CDC42BPB
CDC42BPG
CDC7
CDK1
CDK10
CDK11A
CDK11B
CDK12
CDK13
CDK14
CDK15
CDK16
CDK17
CDK18
CDK19
CDK2
CDK20
CDK3
CDK4
CDK5
CDK6
CDK7
CDK8
CDK9
CDKL1
CDKL2
CDKL3
CDKL4
CDKL5
CEACAM5
CELSR1
CELSR2
CELSR3
CERK
CERS2
CERS3
CERS4
CERS5
CERS6
CES1
CFTR
CHAT
CHEK1
CHEK2
CHRM1
CHRM2
CHRM3
CHRM4
CHRM5
CHRNA1
CHRNA10
CHRNA2
CHRNA3
CHRNA5
CHRNA6
CHRNA7
CHRNA9
CHRNB1
CHRNB2
CHRNB3
CHRNB4
CHRND
CHRNE
CHRNG
CHUK
CIITA
CLCN2
CLCN3
CLCN4
CLCN6
CLCNKA
CLCNKB
CLK1
CLK2
CLK3
CLK4
CLOCK
CMKLR1
CNDP1
CNDP2
CNGA2
CNGA3
CNGA4
CNGB1
CNGB3
CNOT6
CNR2
CNTFR
COMT
CPA1
CPA2
CPA4
CPA5
CPB1
CPE
CPM
CPOX
CPQ
CPVL
CPZ
CRABP1
CRABP2
CREBBP
CRHR1
CRHR2
CRLF2
CSF1R
CSF2RB
CSF3R
CSK
CTLA4
CTRC
CTRL
CTSA
CTSB
CTSC
CTSE
CTSF
CTSG
CTSH
CTSK
CTSL
CTSS
CTSV
CTSZ
CX3CR1
CXCR1
CXCR2
CXCR3
CXCR4
CXCR5
CXCR6
CYP2A6
CYP3A43
CYP4A22
CYP4F2
CYP4F22
CYP4F3
CYP4V2
CYP4Z1
CYSLTR1
CYSLTR2
DAGLA
DAPK1
DAPK2
DAPK3
DBH
DCLK1
DCLK2
DCLK3
DDC
DDR1
DDR2
DGAT1
DHFR
DHODH
DIRC2
DNMT1
DNMT3A
DNPEP
DOT1L
DPEP1
DPEP2
DPP3
DPP4
DPP7
DPP8
DPP9
DRD1
DRD2
DRD3
DRD4
DRD5
DSTYK
DYRK1A
DYRK1B
DYRK2
DYRK3
DYRK4
ECE1
ECE2
EDA2R
EDNRA
EDNRB
EED
EEF2
EEF2K
EGFR
EGLN1
EGLN2
EGLN3
EHMT1
EHMT2
EIF2AK2
EIF2AK3
EIF2AK4
ELP3
ELTD1
EMR1
EMR2
EMR3
ENPEP
EP300
EPHA1
EPHA10
EPHA2
EPHA3
EPHA4
EPHA5
EPHA6
EPHA7
EPHA8
EPHB1
EPHB2
EPHB3
EPHB4
EPHB6
EPOR
ERAP1
ERAP2
ERBB2
ERBB3
ERBB4
ERN1
ERN2
ESR1
ESR2
ESRRA
ESRRG
EZH2
F10
F12
F2
F2R
F2RL1
F2RL2
F2RL3
F7
F9
FAAH2
FABP12
FABP5
FASN
FBXO10
FBXO11
FDFT1
FFAR1
FFAR2
FFAR3
FFAR4
FGFR1
FGFR2
FGFR4
FGR
FLT1
FLT3
FLT4
FOLH1
FOLH1B
FPR1
FPR3
FRK
FSHR
FURIN
FUT1
FXYD2
FZD1
FZD10
FZD2
FZD4
FZD5
FZD6
FZD7
FZD8
FZD9
GABBR1
GABBR2
GABRA1
GABRA2
GABRA3
GABRA4
GABRA5
GABRA6
GABRB1
GABRB2
GABRB3
GABRD
GABRE
GABRG1
GABRG2
GABRG3
GABRP
GABRQ
GABRR1
GABRR2
GAD1
GAK
GALNS
GALR1
GALR2
GALR3
GCGR
GFRA1
GFRA2
GFRA3
GFRA4
GGCT
GGCX
GHR
GHRHR
GHSR
GIPR
GJA10
GJA8
GJB2
GJB3
GJB4
GJB5
GJC3
GJD2
GJD3
GLP1R
GLP2R
GLRA1
GLRA2
GLRA3
GLRA4
GLRB
GNRHR
GPBAR1
GPER1
GPR1
GPR101
GPR107
GPR110
GPR111
GPR112
GPR113
GPR114
GPR115
GPR116
GPR119
GPR12
GPR123
GPR124
GPR125
GPR126
GPR128
GPR132
GPR133
GPR135
GPR137
GPR139
GPR141
GPR142
GPR143
GPR144
GPR146
GPR148
GPR149
GPR15
GPR150
GPR151
GPR152
GPR153
GPR156
GPR157
GPR158
GPR160
GPR161
GPR162
GPR17
GPR171
GPR173
GPR174
GPR176
GPR179
GPR18
GPR182
GPR183
GPR19
GPR20
GPR21
GPR22
GPR25
GPR27
GPR3
GPR31
GPR32
GPR33
GPR34
GPR35
GPR37
GPR37L1
GPR39
GPR4
GPR42
GPR45
GPR50
GPR52
GPR55
GPR56
GPR6
GPR61
GPR62
GPR63
GPR64
GPR65
GPR68
GPR75
GPR78
GPR82
GPR83
GPR84
GPR85
GPR87
GPR88
GPR97
GPR98
GPRC5A
GPRC5B
GPRC5D
GRIA1
GRIA2
GRIA3
GRIA4
GRID1
GRID2
GRIK1
GRIK3
GRIK4
GRIK5
GRIN1
GRIN2A
GRIN2B
GRIN2C
GRIN2D
GRIN3A
GRIN3B
GRK1
GRK5
GRK6
GRK7
GRM1
GRM2
GRM3
GRM4
GRM5
GRM6
GRM7
GRM8
GRPR
GSG2
GSK3A
GSK3B
GUCY2C
GZMK
HAT1
HCAR1
HCAR2
HCAR3
HCN1
HCN2
HCN3
HCN4
HCRTR1
HCRTR2
HDAC1
HDAC10
HDAC11
HDAC2
HDAC3
HDAC4
HDAC5
HDAC6
HDAC7
HDAC8
HDAC9
HECA
HIPK1
HIPK2
HIPK3
HIPK4
HMGCR
HMGCS2
HMOX1
HMOX2
HNF4A
HNF4G
HOMER2
HPD
HPGD
HPGDS
HRAS
HRH1
HRH2
HRH3
HRH4
HSD11B1
HSPA1A
HSPA1B
HSPA2
HSPA6
HSPA8
HTR1A
HTR1B
HTR1D
HTR1E
HTR1F
HTR2A
HTR2B
HTR2C
HTR3A
HTR3B
HTR3C
HTR3D
HTR3E
HTR4
HTR5A
HTR6
HTR7
HUNK
HVCN1
ICK
IDE
IDI1
IDI2
IFNAR2
IFNGR1
IFNGR2
IFNLR1
IGF1R
IL15RA
IL17RA
IL17RB
IL17RC
IL17RD
IL17RE
IL18R1
IL1RL1
IL1RL2
IL21R
IL22RA2
IL23R
IL2RA
IL2RG
IL7R
IL9R
ILK
IMPA1
IMPA2
IMPDH1
IMPDH2
INPP1
INPP5K
INSR
INSRR
IRAK1
IRAK2
IRAK3
IRAK4
ITK
IYD
JAK1
JAK2
JAK3
JMJD1C
KAT2A
KAT2B
KAT5
KAT6A
KAT6B
KAT7
KAT8
KCNA1
KCNA10
KCNA2
KCNA3
KCNA4
KCNA5
KCNA7
KCNB1
KCNB2
KCNC1
KCNC2
KCND1
KCNF1
KCNG1
KCNG2
KCNG3
KCNG4
KCNJ1
KCNJ10
KCNJ12
KCNJ13
KCNJ14
KCNJ15
KCNJ16
KCNJ2
KCNJ3
KCNJ5
KCNJ6
KCNJ8
KCNJ9
KCNK10
KCNK12
KCNK13
KCNK16
KCNK17
KCNK18
KCNK2
KCNK3
KCNK5
KCNK6
KCNMA1
KCNN1
KCNN2
KCNN3
KCNN4
KCNQ1
KCNQ2
KCNQ5
KCNS1
KCNS2
KCNS3
KCNT1
KCNT2
KCNU1
KCNV1
KCNV2
KDM1A
KDM1B
KDM2A
KDM2B
KDM3A
KDM3B
KDM4A
KDM4B
KDM4C
KDM4D
KDM4E
KDM5A
KDM5B
KDM5C
KDM5D
KDM6A
KDM6B
KDM7A
KDM8
KDR
KEAP1
KIF11
KISS1R
KLK2
KLK4
KLK5
KLK8
KLKB1
KMT2A
KMT2B
KMT2C
KMT2D
KMT2E
KRAS
KSR1
KSR2
L3MBTL3
LAP3
LATS1
LATS2
LEPR
LGR4
LGR5
LGR6
LHCGR
LIFR
LIMK1
LIMK2
LMTK2
LMTK3
LNPEP
LPAR1
LPAR4
LPAR5
LPAR6
LPHN1
LPHN2
LPHN3
LPIN1
LPIN2
LPIN3
LRRK1
LRRK2
LTA4H
LTB4R
LTB4R2
LTC4S
LTK
MAK
MAOA
MAOB
MAP2K1
MAP2K2
MAP2K3
MAP2K4
MAP2K5
MAP2K6
MAP2K7
MAP3K10
MAP3K11
MAP3K12
MAP3K13
MAP3K14
MAP3K15
MAP3K2
MAP3K3
MAP3K4
MAP3K5
MAP3K6
MAP3K7
MAP3K8
MAP3K9
MAP4K1
MAP4K2
MAP4K3
MAP4K4
MAP4K5
MAPK1
MAPK10
MAPK11
MAPK12
MAPK13
MAPK14
MAPK15
MAPK3
MAPK4
MAPK6
MAPK7
MAPK8
MAPK9
MAPKAPK2
MAPKAPK3
MAPKAPK5
MARK1
MARK2
MARK3
MARK4
MAS1
MAS1L
MAST1
MAST2
MAST3
MAST4
MASTL
MATK
MC1R
MC2R
MC3R
MC4R
MC5R
MCHR1
MCHR2
MCOLN1
MCOLN2
MCOLN3
MELK
METAP1
METAP1D
METAP2
MFSD7
MGLL
MINK1
MKNK1
MKNK2
MLKL
MLNR
MME
MMP1
MMP10
MMP11
MMP12
MMP13
MMP14
MMP15
MMP16
MMP17
MMP19
MMP2
MMP21
MMP23B
MMP24
MMP25
MMP26
MMP27
MMP28
MMP3
MMP7
MMP8
MMP9
MOK
MOS
MPL
MPO
MPST
MRGPRD
MRGPRE
MRGPRF
MRGPRG
MRGPRX1
MRGPRX2
MRGPRX3
MRGPRX4
MST1R
MTNR1A
MTNR1B
MTOR
MVD
MVK
MYLK
MYLK3
MYO3A
MYO3B
NAAA
NAALAD2
NAALADL1
NCAM1
NCOA1
NCOA2
NCOA3
NEK10
NEK11
NEK2
NEK3
NEK4
NEK5
NEK6
NEK7
NEK8
NEK9
NIM1K
NLK
NLRX1
NMBR
NMUR1
NMUR2
NOS1
NPBWR1
NPBWR2
NPC1L1
NPEPL1
NPEPPS
NPFFR1
NPFFR2
NPR1
NPRL3
NPSR1
NPY1R
NPY2R
NPY4R
NPY5R
NR0B2
NR1D1
NR1D2
NR1H2
NR1H3
NR1H4
NR1I2
NR1I3
NR2C2
NR2E1
NR2E3
NR2F1
NR2F2
NR2F6
NR3C1
NR3C2
NR4A1
NR4A2
NR4A3
NR5A1
NR5A2
NR6A1
NRAS
NRBP1
NRBP2
NRK
NSD1
NSMAF
NT5C2
NT5E
NTSR1
NTSR2
OCRL
OPN3
OPN4
OPN5
OPRD1
OPRK1
OPRL1
OPRM1
OR51E1
OXER1
OXGR1
OXSR1
OXTR
P2RX1
P2RX2
P2RX3
P2RX4
P2RX5
P2RX6
P2RX7
P2RY1
P2RY10
P2RY11
P2RY12
P2RY13
P2RY14
P2RY2
P2RY4
P2RY6
P2RY8
PAH
PAK2
PAK3
PAK4
PAK6
PAK7
PANX1
PANX2
PANX3
PARP1
PARP2
PASK
PBK
PBRM1
PCDHA@
PCSK1
PCSK2
PCSK4
PCSK5
PCSK6
PCSK7
PCSK9
PDCD1
PDIK1L
PDPK1
PEPD
PGC
PGR
PHF2
PHF8
PHIP
PI4K2A
PI4K2B
PINK1
PKD2L2
PKN1
PKN2
PKN3
PLA2G1B
PLA2G2D
PLA2G4A
PLD2
PLG
PLK1
PLK2
PLK3
PLK4
PMP2
PMVK
PNCK
PNLIP
PNMT
PPAP2A
PPAP2B
PPAP2C
PPARA
PPARD
PPARG
PPAT
PPIA
PRCP
PREP
PRKAA2
PRKACA
PRKACB
PRKACG
PRKCSH
PRKD1
PRKD2
PRKDC
PRKG1
PRKG2
PRLHR
PRLR
PRMT1
PRMT2
PRMT3
PRMT5
PRMT6
PRMT7
PRMT8
PRMT9
PROC
PROKR1
PROKR2
PRPF4B
PRTN3
PSEN1
PSEN2
PSKH1
PSKH2
PTAFR
PTEN
PTGDR
PTGDR2
PTGDS
PTGER1
PTGER2
PTGER3
PTGER4
PTGES
PTGES2
PTGES3
PTGFR
PTGIR
PTGS1
PTGS2
PTH1R
PTH2R
PTK2
PTK2B
PTK6
PTK7
PTPRJ
PTPRK
PTPRR
PXK
QPCT
QRFPR
RAPGEF3
RAPGEF4
RARA
RARB
RARG
REN
RET
RGS1
RGS10
RGS11
RGS12
RGS14
RGS16
RGS17
RGS18
RGS19
RGS2
RGS20
RGS21
RGS3
RGS4
RGS5
RGS6
RGS7
RGS8
RGS9BP
RHAG
RHBG
RHCG
RIOK1
RIOK2
RIOK3
RIPK1
RIPK2
RIPK3
RIPK4
RLBP1
RNF2
RNPEP
RNPEPL1
RORA
RORB
RORC
RPS6KL1
RRM1
RRM2
RRM2B
RTN4
RXFP1
RXFP2
RXFP3
RXFP4
RXRA
RXRB
RXRG
RYK
RYR1
RYR3
S1PR1
S1PR2
S1PR3
S1PR5
SAMD8
SBK1
SCN10A
SCN11A
SCN1A
SCN2A
SCN3A
SCN4A
SCN5A
SCN8A
SCN9A
SCNN1A
SCNN1B
SCNN1D
SCNN1G
SCPEP1
SCTR
SCYL1
SCYL2
SENP1
SENP6
SENP7
SENP8
SETD1A
SETD1B
SETD2
SETD7
SETD8
SFI1
SGK1
SGK3
SGMS1
SGMS2
SGPL1
SGPP1
SGPP2
SIK1
SIK2
SIK3
SIRT1
SIRT2
SIRT3
SIRT4
SIRT5
SIRT6
SIRT7
SLC13A2
SLC13A3
SLC13A5
SLC15A3
SLC15A4
SLC16A1
SLC16A7
SLC17A9
SLC19A1
SLC1A6
SLC20A1
SLC20A2
SLC22A1
SLC22A11
SLC22A23
SLC22A24
SLC22A5
SLC22A6
SLC22A7
SLC22A8
SLC22A9
SLC24A3
SLC25A11
SLC25A15
SLC25A18
SLC25A21
SLC25A25
SLC25A30
SLC25A33
SLC25A34
SLC25A35
SLC25A38
SLC25A39
SLC25A40
SLC25A41
SLC25A42
SLC25A43
SLC25A44
SLC25A45
SLC25A46
SLC25A5
SLC26A10
SLC26A9
SLC27A1
SLC28A2
SLC2A11
SLC2A13
SLC2A4
SLC30A1
SLC30A2
SLC30A3
SLC30A4
SLC30A7
SLC32A1
SLC33A1
SLC35A3
SLC35B1
SLC35C2
SLC35D1
SLC35D3
SLC35E1
SLC35E2
SLC35E3
SLC35E4
SLC35F1
SLC35F2
SLC35F3
SLC35F5
SLC35F6
SLC35G1
SLC35G2
SLC35G3
SLC35G4
SLC35G5
SLC35G6
SLC36A1
SLC36A2
SLC39A3
SLC39A4
SLC41A1
SLC41A2
SLC41A3
SLC43A3
SLC44A1
SLC44A4
SLC44A5
SLC45A3
SLC45A4
SLC46A3
SLC48A1
SLC51A
SLC51B
SLC5A2
SLC5A7
SLC6A1
SLC6A2
SLC6A3
SLC6A4
SLC6A7
SLC6A9
SLC7A2
SLC8A1
SLC8A2
SLC8A3
SLC9A1
SLC9A2
SLC9A3
SLC9A4
SLC9B1
SLC9B2
SLCO2A1
SLCO4C1
SLK
SMG1
SMOX
SMYD2
SNRK
SP100
SP140
SP140L
SPEG
SPHK1
SPHK2
SQLE
SRMS
SRPK1
SRPK2
SRPK3
SSTR1
SSTR2
SSTR3
SSTR4
SSTR5
STK10
STK11
STK16
STK17A
STK17B
STK19
STK24
STK25
STK26
STK31
STK32A
STK32B
STK32C
STK33
STK35
STK36
STK38
STK38L
STK39
STK4
STK40
STKLD1
STRADA
STRADB
STYK1
SUCNR1
SUV39H1
SUV39H2
SUV420H1
SUV420H2
SV2A
SYK
T
TAAR1
TAAR2
TAAR3
TAAR5
TAAR6
TAAR8
TAAR9
TACR1
TACR2
TACR3
TACSTD2
TAOK1
TAOK2
TAOK3
TAP1
TAP2
TAS1R1
TAS1R2
TAS1R3
TAS2R1
TAS2R10
TAS2R13
TAS2R14
TAS2R16
TAS2R3
TAS2R38
TAS2R39
TAS2R4
TAS2R40
TAS2R41
TAS2R42
TAS2R43
TAS2R46
TAS2R5
TAS2R50
TAS2R60
TAS2R7
TAS2R8
TAS2R9
TAT
TBCK
TBK1
TBXA2R
TEC
TESK1
TESK2
TEX14
TH
THRA
THRB
TIE1
TINAGL1
TLK1
TLK2
TLR1
TLR10
TLR2
TLR3
TLR4
TLR5
TLR6
TLR7
TLR8
TLR9
TNF
TNFRSF10C
TNFRSF10D
TNFRSF1A
TNFRSF1B
TNFRSF6B
TNIK
TNNI3K
TNPO1
TOP1
TOP2A
TP53RK
TPCN1
TPCN2
TPH1
TPH2
TPO
TPP2
TPSAB1
TPSG1
TRHDE
TRHR
TRIB1
TRIB2
TRIB3
TRIM24
TRIM28
TRIM33
TRIM66
TRIO
TRPA1
TRPC1
TRPC3
TRPC4
TRPC5
TRPC6
TRPM1
TRPM2
TRPM3
TRPM4
TRPM5
TRPM8
TRPV1
TRPV2
TRPV3
TRPV4
TRPV5
TRPV6
TRRAP
TSHR
TSSK2
TSSK3
TSSK4
TSSK6
TTBK1
TTBK2
TTK
TWF1
TWF2
TXK
TYK2
TYMS
TYR
UCHL1
UCHL3
UCP1
UCP2
UCP3
UGCG
UHMK1
ULK1
ULK2
ULK3
ULK4
USP1
USP14
USP2
USP5
UTS2R
VDR
VEGFA
VIPR1
VIPR2
VRK1
VRK2
VRK3
VSIG2
WEE1
WEE2
WNK3
WNK4
XCR1
XDH
XPNPEP1
XPNPEP2
XPNPEP3
ZACN
ZAP70
ZNF160
