Mapped_gene
LOC101928292
LOC101929072
LOC101929491
LOC101930033
LOC102723469
LOC102723593
LOC102723767
LOC102724137
LOC102724265
LOC102724351
LOC102724536
LOC102724596
LPP-AS2
LRFN2
LSM1P1
LSP1
MAD1L1
MAN2A1
MAP3K1
MARK2P12
MBIP
MC1R
MCM3AP
MCUR1
MDM4
MECOM
MICA
MIER3
MIPEP
MIR1208
MIR3164
MIR3662
MIR3686
MIR4457
MIR4686
MIR4752
MIR4757
MIR5580
MIR6129
MIR8056
MIR944
MKL1
MLLT10
MLPH
MMP7
MRPS30
MSMB
MTAP
MTMR3
MX2
MYB
MYEOV
MYNN
NAA25
NABP1
NAT2
NDFIP1
NEK10
NFE2L3P1
NKX2-3
NKX3-1
NOTCH4
NR1H4
NR5A2
NRG1
NRIP1
NSF
NUDT11
NXN
ODF1
OPHN1
OPRM1
OR10Q2P
OR5AL1
OR5AL2P
OSTF1P1
OVOL1-AS1
PADI6
PAPOLG
PAX9
PCAT18
PCAT19
PDE4D
PDLIM5
PEX14
PGAM1P5
PHLDB1
PIGU
PIP4K2A
PITX1
PLA2G6
PLCE1
PLEKHM1
PMAIP1
POLD3
POT1
POU5F1P2
PPATP1
PPP1R14A
PRDM14
PRKAA1
PRKD2
PRLHR
PRNCR1
PRPH
PSCA
PSD3
PSMB3P2
PSORS1C1
PSORS1C2
PTCSC3
PTHLH
PTPN2
PYGL
QRSL1P2
RAD23B
RAD51B
RALB
RALY
RANBP9
RAP1BP3
RBBP8NL
RFWD3
RFX6
RGS17
RGS22
RHPN2
RNA5SP299
RNA5SP357
RNA5SP358
RNF146
RNU6-66P
RNU7-89P
RNY1P8
RNY4P3
RPL10P14
RPL17P25
RPL17P33
RPL18P9
RPL21P51
RPL23AP59
RPL23AP61
RPL26P19
RPL30P11
RPL31P42
RPL34P31
RPL36AP6
RPL36P14
RPL5P15
RPL7P41
RPL7P45
RPLP1
RPS11P1
RPS25P10
RPS26P30
RPS27P20
RPS2P18
RPS3AP46
RTEL1
RTEL1-TNFRSF6B
RUNX1
SALL3
SCARB1
SCG5
SDPR
SEMA6D
SETD9
SHROOM2
SIDT1
SKAP1
SKIL
SLC14A1
SLC17A8
SLC22A1
SLC22A2
SLC22A3
SLC25A28
SLC25A44
SLC39A6
SLC4A7
SMAD7
SMG6
SNX32
SP110
SP140
SPRY4
SQRDL
SRP14-AS1
SRRM1P1
SRSF10P2
SSPN
ST6GAL1
STAT4
STK35
STXBP4
TAB2
TACC3
TBX3
TBX5
TBX5-AS1
TCF7L2
TERT
TET2
TFF1
TFF2
TGFBR2
TGM3
THADA
TIPARP
TMEM45B
TNFRSF13B
TNFRSF19
TNP1
TNRC6B
TOX3
TP53
TP63
TRIM8
TRNAI25
TUBA1C
TUFMP1
TYR
UBA52P6
UBA52P7
UCK2
ULK4
USP44
UST
VAMP8
VPS53
VTI1A
XBP1
XXYLT1
YWHAZP5
ZBTB20
ZBTB38
ZEB2
ZGPAT
ZMIZ1
ZMIZ1-AS1
ZNF365
ZNF652
ZPBP2
ABO
ACAD10
ACTL8
ACYP2
ADAM29
ADAMTS7
AGAP5
AK4
ALDH2
ANKS1A
APOC1
ARHGEF28
ASB3
ATP2B1
ATXN2
BAG3
BAZ2B
BCAP29
BOLL
BRAP
BSND
C12orf55
C1orf21
C6orf10
C9orf3
CA12
CALM2P1
CASC17
CAV1
CBLN2
CCDC71L
CCR4
CDH10
CDK17
CDK5PS
CDKN2B-AS1
CELSR2
CHRM3
CISD1P1
CNNM2
COL4A1
COL4A2
CTBP2P4
CXCL12
DAB2IP
DDX18P4
DLC1
DMRTA1
DNM1P37
EDNRA
EEF1A1P43
EFEMP1
ESR1
ESR2
F11
F5
FAM228A
FBN1
FBXO15
FGA
FGF14
FGF14-IT1
FGF18
FGG
FLRT2
GALC
GLRA3
GORAB
GPR26
GRIA1
GTSCR1
GUCY1A3
HCN4
HDAC9
HECTD4
HHIPL1
HRH2
IGSF21
IPO11-LRRC70
IRX1
ISCA1P1
KCNE2
KCNN2
KCNN3
KCTD1
KIAA1462
KLF12
KRT19P1
LAMA1
LDLR
LINC00290
LINC00310
LINC00472
LINC00841
LINC00877
LINC01020
LIPA
LOC102723686
LPA
LRAT
LRP1
LRRTM1
LYRM4
MAML2
MGC45800
MGLL
MIA3
MIR297
MIR4431
MIR4693
MRAS
MRPS36P3
MTHFD1L
MTND1P22
MTND1P36
MTND4P25
MYL2
NAALADL2
NINJ2
NME7
OSR1
PAPPA2
PCMTD1
PCSK9
PHACTR1
PHLDA1
PINX1
PITX2
PLXNA4
PMF1
PMF1-BGLAP
PPAP2B
PRDM9
PRMT5P1
PRRX1
PSRC1
RAI1
RNA5SP236
RNU105C
RNU5A-4P
RNY1P5
RP1
RPL10P13
RPL18P11
RPL35AP22
RPS26P39
RPS4XP18
RSAD2
SCML2P1
SEC11B
SERPINB6
SERPINB9
SFXN1
SMARCA4
SMG6
SMIM23
SNORA70C
SOX17
STARD13
STX18-AS1
SURF6
SYNE2
SYNPO2L
TCF21
TRIM71
TRNAI25
TRNAK6
TSEN15
TWIST1
UBA52P6
UBE2CP2
UBE2Z
UMOD
USP3
VDAC1P12
WDR12
WDR63
WNK1
YEATS4
YTHDC2
ZBTB17
ZC3H3
ZC3HC1
ZFHX3
ZNF385B
ZPR1
ABCG5
ABCG8
ADAM30
ADCY3
ADRA1B
AIMP1P2
ALDH7A1P4
ANKRD55
APEH
APOA1
AQP12B
ARHGAP31
ARL2BPP4
ATG16L1
ATXN2
ATXN2L
AUH
BACH2
BANK1
BCL2L11
BNIP1
BOD1
BSN
BTF3L4P3
BTNL2
C10orf55
C11orf30
C15orf53
C1orf106
C20orf62
C21orf33
C3orf79
C5orf56
C5orf66
C7orf72
C9orf91
CARD9
CASP3P1
CCDC85B
CCHCR1
CCL2
CCL7
CCNY
CCR1
CCR4
CD226
CD40
CD6
CDC37
CDH3
CDKAL1
CEBPA
CEBPB
CEP72
CEP76
CHP1
CLN3
COTL1
COX6B1P6
COX6CP2
CPEB4
CPSF3L
CRTC3
CSF2
CTH
CUL2
CXCL5
CXCR1
CXCR2
CXCR5
CYCSP42
DAP
DENND1B
DLD
DNMT3A
DNMT3B
DUSP16
EIF2S2P3
ELF1
EPO
ERAP2
ETS1
FABP3P2
FAM213B
FAP
FCAR
FCGR2A
FEN1
FENDRR
FGFR1OP
FGFR1OP2P1
FIBP
FLJ31356
FLT1P1
FNDC1
FOS
FOSL2
FOXD1
FTH1P3
FUCA2
FUT2
GCKR
GLB1
GNA12
GOT1
GPR183
GPR35
GPR65
GRB7
GSDMB
GSDMC
HDAC7
HHEX
HLA-DQA1
HMGB3P5
HNRNPA1P41
HNRNPA1P46
HNRNPA1P70
HORMAD2
HOXA11-AS
HOXA13
ICOS
ICOSLG
IFIH1
IFNG
IFNGR2
IKZF1
IKZF3
IL10
IL12A-AS1
IL17REL
IL18R1
IL18RAP
IL1R1
IL1R2
IL2
IL21
IL23R
IL27
IL2RA
IL3
IL7R
IPMK
IRF5
IRGM
ITGAL
ITLN1
ITLN2
JAK2
JAZF1
KCNH8
KCP
KIAA1109
KIR3DL2
KPNA7
KSR1
LACC1
LIF
LINC00492
LINC00581
LINC00598
LINC00603
LINC00861
LINC00917
LINC00977
LINC01082
LINC01108
LINC01164
LINC01248
LINC01249
LINC01258
LINC01263
LOC100996583
LOC101927156
LOC101927324
LOC101927840
LOC101928822
LOC101929137
LOC101929163
LOC102723651
LOC102723878
LOC285626
LPP
LPXN
LRRC32
LRRK2
LSP1
LTA
MAGOH3P
MAML2
MAMSTR
MAP3K8
MBNL1
MIR1208
MIR1237
MIR3646
MIR3686
MIR3939
MIR4418
MIR4425
MIR4456
MIR4743
MIR4772
MIR5192
MIR548H2
MIR6727
MIR6731
MIR6774
MLN
MMEL1
MORC4
MROH3P
MRPL11P2
MRPS17P5
MRPS33P2
MRPS35P3
MST1
MTND4P6
MUC19
NDFIP1
NFKB1
NKX2-3
NOD2
NOTCH2
NR5A2
NRBP1
NRIP1
NXPE1
OSGIN2
OTUD3
P2RY2
PARK7
PDGFB
PER3
PHACTR2
PHTF1
PIGCP2
PLAU
PLCL1
PLEK
PNKD
PNPLA3
POP7
PPBP
PPP5C
PRDM1
PRDX2P2
PRKCB
PRM1
PRM2
PROCR
PRSS1
PTGER4
PTGIR
PTPN2
PTPN22
PTPRK
PTRF
PUS10
PUSL1
RAD23BP1
RASGRP1
RBX1
REXO2
RGS1
RGS14
RGS18
RGS21
RIT1
RMI2
RNA5SP22
RNASET2
RNF186
RNFT1P2
RNU4ATAC2P
RORC
RPL11P2
RPL12P7
RPL13P2
RPL15P16
RPL21P42
RPL23AP12
RPL3
RPL30P13
RPL35P3
RPL36AP25
RPL6P17
RPL7AP33
RPS14P1
RPS14P4
RPS15AP15
RPS21P8
RPS3AP51
RPS9P2
RPSAP64
RSPO3
RTEL1
RTEL1-TNFRSF6B
RTN4RL2
SATB2
SBNO2
SBSPON
SCAMP3
SCARNA5
SFMBT1
SKAP2
SLAIN2
SLC22A11
SLC22A23
SLC25A38P1
SLC39A11
SLC43A3
SLC7A10
SLC9A4
SMAD3
SMAD7
SMIM3
SMNDC1
SMURF1
SP140
SPRED2
ST7-OT3
STAT3
STAT4
SUCNR1
SYK
TAGAP
TCERG1L
TCF4
THADA
TLDC1
TM9SF4
TMBIM1
TMED10
TMEM17
TMEM174
TMEM258
TNF
TNFAIP3
TNFRSF14
TNFRSF6B
TNFSF11
TNFSF15
TNFSF18
TNFSF8
TRAF3IP2-AS1
TRIB1
TRNAG25
TRNAI25
TSLP
TSPAN14
TUBD1
TYK2
UBAC2
UBE2L3
ZBTB40
ZFP36L1
ZFP90
ZGPAT
ZMIZ1
ZNF300
ZNF365
ZNF831
ZPBP2
ABCF1
ABO
ACOXL
ACTL9
ACTRT2
ADAD1
ADAMTS10
ADCK4
ADPRH
ADRA1B
AFF1
AFF3
AGAP2
AHI1
AIRE
ALS2CR12
ANKRD55
ANO6
ANO8
ANXA3
ANXA6
AP5B1
APOM
ARID5B
ASCL2
ATG5
ATXN2
BACH2
BAG6
BANK1
BATF
BLK
BTF3L4P3
BTNL2
C11orf30
C14orf177
C14orf64
C1GALT1C1
C1QTNF6
C1orf106
C1orf21
C2
C2orf91
C5orf30
C6orf10
C7orf72
CARD11
CASP7
CAST
CBLB
CCDC80
CCL21
CCR1
CCR6
CCR7
CD200R1L
CD226
CD247
CD28
CD40
CD5
CD58
CD6
CD69
CD80
CD83
CD86
CDH22
CDH23
CDK12
CDK5RAP2
CDK6
CDKN1B
CDKN2AIPNLP3
CENPU
CENPW
CEP76
CLEC16A
CLECL1
CLNK
CMC1
COBL
CREBL2
CRNN
CSF2
CSRP2P
CTLA4
CTRB1
CTRB2
CTSH
CXCR5
CYCSP20
CYP24A1
CYP27B1
DDA1
DDX10P1
DDX6
DGUOK-AS1
DKFZp667F0711
DKKL1
DPP4
DRAM1
EDEM3
EDIL3
EFR3B
ELF1
EOMES
ERAP1
ERBB3
ETS1
EVI5
EXOC2
EXOC6
EXTL2
FADS2
FAM107A
FAM167A
FAM98B
FANCA
FAP
FBXL19
FBXO48
FCGR2A
FCRL3
FGFR3P2
FLG-AS1
FLI1
FLT1P1
FMR1
FMR1NB
FNDC1
FOXA1
GAB3
GAPDHP64
GATA3
GATSL3
GEMIN8P1
GLB1
GLIS3
GPR174
GPR19
GPSM3
GRHL2
GSDMB
GTF2I
GTF3AP1
GZMB
HCG9
HCP5
HERC2
HHEX
HIP1
HLA-C
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQB2
HLA-DRA
HLA-F
HLA-F-AS1
HLA-J
HMGN2P27
HSPA8P14
IFIH1
IFNGR2
IGF2
IGF2-AS
IKZF1
IKZF4
IL10
IL12B
IL12RB2
IL13
IL18R1
IL1RL1
IL1RL2
IL20RA
IL22RA2
IL23R
IL27
IL2RA
IL6R
IL7R
INS-IGF2
IRF4
IRF5
ITGAM
ITGAX
ITPKC
ITPR3
JAZF1
KCNH7
KCNN2
KCP
KIAA0319L
KIAA0391
KIAA1109
KIF1B
KIF21B
KIF3A
KIF4CP
KIRREL3-AS3
KLRC4
KLRC4-KLRK1
KPNB1
KRT18P39
KRT18P4
LBH
LCE3D
LCE3E
LCE5A
LIF
LINC00574
LINC00603
LINC00709
LINC00923
LINC00977
LINC01082
LINC01104
LINC01185
LINC01263
LMO7
LOC100506023
LOC100506047
LOC101926943
LOC101927078
LOC101927783
LOC101928791
LOC101928822
LOC101929072
LOC101929163
LOC101929220
LOC101929761
LOC101930098
LOC102724748
LOC285626
LPP
LRRC18
LRRC32
LTBR
MAGEC2
MALT1
MAPK1
MECP2
MEG3
MERTK
METTL1
MIA
MIA-RAB4B
MICA
MIR100HG
MIR1204
MIR1208
MIR3659
MIR3939
MIR4425
MIR4686
MIR5192
MIR548AC
MIR5708
MIR6090
MIR6731
MIR6774
MLANA
MPV17L2
MRPL35P1
MRPS17P5
MSH5
MSH5-SAPCD1
MTF1
MUC22
NAA25
NACAP1
NCOA5
NEFHP1
NEUROD2
NFATC2
NFIA
NFKBIE
NFKBIZ
NLGN4X
NLRP10
NOS2
NOTCH4
NPM1P33
NUPR1
ODF3B
OR10A3
OVOL1
P4HA2-AS1
PA2G4P1
PABPC5
PABPC5-AS1
PADI4
PBX2
PDE2A
PFDN4
PGBD4P8
PHF19
PHRF1
PHTF1
PLCL1
PLCL2
PLD4
PLEK
PPCDC
PPIL4
PRDM1
PRKCH
PRKD2
PRR14
PSMA4
PSMA6
PSORS1C1
PSORS1C2
PTGER4
PTPN2
PTPN22
PTPRK
PVT1
PXK
RABEP1
RAD51B
RANBP6
RASGRP1
RASGRP3
RBM17
RBPJ
REL
RERE
REV3L
RGS1
RGS21
RNA5SP299
RNA5SP309
RNASEL
RNASET2
RNLS
RNPS1P1
RNU4ATAC2P
RNY4P14
RPGRIP1L
RPL12P23
RPL13AP14
RPL13P2
RPL23AP12
RPL24P9
RPL26P11
RPL31P10
RPL32P23
RPL34P3
RPL36AP45
RPL39P23
RPL9P24
RPLP0P3
RPLP1
RPP14
RPS12P4
RPS14P1
RPS3AP21
RPS3AP51
RPSAP42
RPSAP64
RTKN2
RUNX1-IT1
SDK1
SEMA6A
SERBP1P4
SERPINA1
SERPINA11
SESN3
SETP16
SFTPD
SH2B3
SIRPG
SKAP2
SLAMF6
SLC15A2
SLC15A4
SLC1A2
SLC25A46
SLC29A3
SLC30A7
SLC44A4
SMAD3
SMARCE1
SMIM20
SMIM21
SNAI1
SOCS1
SORL1
SP140
SPANXN4
SPATA2
SPATA8
SPRED2
SPSB1
SSTR3
STAG1
STAT2
STAT3
STAT4
SUOX
SYNGR1
TAGAP
TBKBP1
TEC
TEF
TFCP2L1
TG
TIMMDC1
TLR1
TLR6
TMEM17
TNFAIP3
TNFRSF1A
TNFRSF9
TNFSF14
TNFSF4
TNIP1
TNPO3
TNXB
TPD52
TPI1P2
TRAF1
TRAF3IP2
TRAF3IP2-AS1
TREH
TRNAA45P
TRNAI13
TRNAI25
TSHR
TSLP
TTC34
TTC6
TUBB6P1
TXNDC11
TYK2
TYR
UBASH3A
UBE2L3
UBE2V1P9
UBLCP1
UHRF1BP1
USF1P1
UTS2
VCAM1
VN1R55P
WDFY4
WDR36
YDJC
YPEL5
ZBTB12
ZC3H7A
ZC3H7B
ZFP36L1
ZFP36L2
ZMIZ1
ZNF365
ZNF516
ZNF689
ZNF767P
ZNRD1-AS1
ZPLD1
ABCA1
ACAN
ADAMTS17
ADAMTS9-AS2
ADAMTSL3
ADCY3
ADCY5
ADCY9
AFF3
AGMO
AMD1P1
AMZ1
ANK1
ANKS1A
AOC1
AP3S2
APOB
ARAP1
ARHGAP22
ARL15
ATAD5
BCDIN3D
BCDIN3D-AS1
BCKDHB
BCL6
BDNF
BDNF-AS
BMP2
BMP6
BPESC1
BRINP2
BTF3P7
C14orf39
C15orf38-AP3S2
C17orf82
C2CD4B
C2orf43
C6orf106
C6orf57
CABLES1
CADM2
CAMK1D
CAMK2B
CASC20
CATSPER3
CCDC91
CDC123
CDC42EP3
CDK6
CDKAL1
CENPO
CETP
CHCHD2P9
CHCHD7
COBLL1
COLGALT2
CSH1
CSHL1
CUX2
CYP2R1
DCBLD1
DGKG
DIS3L2
DLEU2
DLEU7
DMRTA1
DNAJC27
DNM3
DOT1L
DUSP9
DYM
DYNLRB2
EDC4
EFEMP1
EFR3B
EIF3EP3
EPB41L1
ERP29P1
ESR1
ETV5
ETV6
EXOC6
FABP5P10
FAF1
FAH
FAM150B
FAM46A
FAM58A
FGF18
FITM2
FNDC3B
FPGT-TNNI3K
FRS2
FSCN3
FTO
FUBP3
G6PC2
GALNT2
GC
GCC1
GCK
GCKR
GDF5
GDI2P2
GHSR
GIPR
GLIS3
GNA12
GNAT2
GPR126
GPR139
GPRC5B
GPSM1
GRK5
GTF3AP5
H6PD
HACE1
HECTD4
HERPUD1
HHEX
HHIP
HHIP-AS1
HIST1H2AD
HIST1H2BF
HIST1H3D
HMG20A
HMGA2
HNF1A-AS1
HNF1B
HNF4A
HNF4G
HOXB-AS3
HOXB3
HOXB5
HS6ST3
IGF2BP2
IGF2BP3
IGFBP4
IL23R
IL2RA
JAZF1
KCNJ11
KCNK16
KCNK17
KCNMA1
KCNQ1
KCNQ1OT1
KIAA0825
KLF14
KRT18P24
KRT18P48
KRT8P21
L3MBTL3
LAMA1
LCORL
LEPR
LGR5
LINC00211
LINC00471
LINC00558
LINC00577
LINC00870
LINC01080
LINC01111
LINC01122
LINGO2
LOC101927002
LOC101928423
LOC101929328
LOC102724766
LOC553103
LOC646736
LOXL1
LPL
LPP-AS2
LTBP1
LY86
LYPLAL1
MAEA
MAF
MAP2K5
MC4R
MCTP2
MFAP2
MIR124-1
MIR29A
MIR4432
MIR486
MIR5702
MIR588
MLXIPL
MPHOSPH9
MRPS33P4
MSRA
MTMR11
MTNR1B
MYL2
N4BP2L2-IT2
NADSYN1
NCAM2
NFATC4
NOTCH2
NPM1P47
NPR3
NR1H3
NRXN3
NYAP2
OAS1
OAS3
OASL
PACS1
PAX4
PAX5
PCSK5
PDS5B
PEPD
PISRT1
PITX1
PLXDC2
POC5
POU5F1
PPARG
PPM1B
PPP2R2A
PRC1
PRC1-AS1
PRDX4P1
PRICKLE2-AS1
PRKCH
PRKG2
PRKRIRP9
PROCR
PSMC1P12
PSMC3
PSMD6
PTPRD
PTPRJ
PXMP4
R3HDML
RABEP2
RASGEF1B
RASGRP1
RBMS1
RFT1
RIMKLBP2
RIPK3
RMST
RNA5SP56
RNA5SP94
RND3
RPL12P19
RPL12P33
RPL17P25
RPL29P1
RPL30P9
RPL31P12
RPL34P26
RPL35AP28
RPS14P6
RPS26P45
RPS3AP18
RPS3AP42
RPS3AP49
RPS8P8
RPSAP52
RPTOR
RREB1
RSPO3
RSRC1
RYBP
SALL4P7
SCMH1
SDR16C5
SEC16B
SEPHS1P2
SGCG
SH2B1
SLC16A11
SLC16A13
SLC30A8
SMEK2
SMIM23
SOCS2
SPRY2
SRR
SSR1
ST6GAL1
SUB1
SUPT3H
TBX4
TCF7L2
TET2
TFAP2B
TGFB2
THADA
TMEM176A
TMEM18
TNNI3K
TOMM40
TP53INP1
TRIM66
TRNAI25
TSPAN8
UBA52P6
UBE2E2
VIMP1
VPS26A
WFS1
YKT6
ZBED3-AS1
ZBTB38
ZC3H11B
ZFAND3
ZFAND6
ZMIZ1
ZNF367
ZNF646P1
ZNF800
ZPR1
ZZZ3
ABCA7
ABCC9
ACMSD
ADAMTS9-AS2
AJAP1
ALCAM
AMPD1
ANKRD55
APOC1
ARMS2
ASTN2
B3GALTL
BCAS3
BIN1
BST1
BTBD9
BZW2
C1D
C2
C3
C5orf30
C9orf72
CACNA1G
CAMK1G
CAMSAP2
CASC16
CASS4
CAV1
CAV2
CCDC109B
CCDC62
CD2AP
CD33
CDH9
CDKN2B
CDKN2B-AS1
CELF1
CERS6
CETP
CFB
CFH
CFI
CHRM3
CLMN
CLU
CNTN1
COL10A1
COL11A1
COL8A1
CR1
CRADD
CRHR1
CRHR1-IT1
CTNNA2
CTNND2
CYP27C1
DGKQ
DPP6
EDAR
EPHA1-AS1
ETAA1
FAM47E
FAM47E-STBD1
FERMT2
FHL5
FLJ45256
FNTAP1
FRK
GAB2
GAK
GPR133
GPRIN3
HERPUD1
HLA-DQB1
HLA-DRA
HTRA1
IFNK
INPP5D
IQCF1
IQCF5
ITGA9
KANSL1
KCNN3
KIFAP3
KRT18P55
LAMP3
LINC00111
LINC00701
LINC01134
LOC100289673
LOC101927066
LOC101927119
LOC101927235
LOC101928890
LOC102060414
LOC102724137
LOC102724192
LOC102724556
LOC102724766
LOC389641
LOC644135
LRP1
LRP12
LRRK2
MACROD2
MAP2K5
MAPT
MAPT-AS1
MCCC1
MEF2C-AS1
MEF2D
MEIS1
MGC57346
MIR205
MIR6503
MIR6843
MMRN1
MS4A2
MS4A4A
MS4A6A
MSNP1
MTHFD1L
MTMR7
MYO16
NANOGNBP1
NECAP1P1
NELFE
NGF
NME8
NOTCH4
NPAS2
NSF
NT5DC1
NUDT12
OPCML
PCMTD1
PDE7B
PFKP
PHACTR1
PHF5GP
PICALM
PLA2G12A
PLEKHA7
PMVK
PPIAP7
PRDM16
PRNP
PTK2B
PTPRD
PVRL2
RAB25
RAB7L1
RAD51B
RBMS3-AS2
RELN
REST
RIPK2
RIT2
RNA5SP272
RPL21P27
RPL23P9
RPS15AP4
RPSAP19
SAP30L
SCARA3
SH3RF3-AS1
SIX1
SKIV2L
SLC16A8
SLC24A4
SLC2A13
SLC41A1
SLC50A1
SNCA
SORL1
SPON1
SPPL2C
SRBD1
ST18
SUGCT
SUSD2
SYK
TEX41
TGFBR1
TGFBR2
TGM6
TIAM1
TMCO1
TMEM163
TMEM175
TMPRSS2
TNFRSF10A
TNXB
TOMM40
TRA
TRB
TREM2
TRIM33
TRNAC11
TRNAE27P
TRNAI25
TRPM8
TSPAN2
UNC13A
WNT3
ZCWPW1
ZEB2-AS1
ZNF365
ZNF746
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
to
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
process
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
m.
